,Unnamed: 0,pokedex_no,name,type1,type2,moves,hp,attack,defense,special-attack,special-defense,speed
24,24,276,taillow,normal,flying,"[['wing-attack', 'flying'], ['whirlwind', 'normal'], ['fly', 'flying'], ['double-edge', 'normal'], ['growl', 'normal'], ['supersonic', 'normal'], ['peck', 'flying'], ['counter', 'fighting'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['mirror-move', 'flying'], ['swift', 'normal'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['reversal', 'fighting'], ['protect', 'normal'], ['mud-slap', 'ground'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pursuit', 'dark'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['heat-wave', 'fire'], ['facade', 'normal'], ['endeavor', 'normal'], ['refresh', 'normal'], ['secret-power', 'normal'], ['air-cutter', 'flying'], ['aerial-ace', 'flying'], ['roost', 'flying'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['air-slash', 'flying'], ['brave-bird', 'flying'], ['defog', 'flying'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['round', 'normal'], ['echoed-voice', 'normal'], ['quick-guard', 'fighting'], ['work-up', 'normal'], ['hurricane', 'flying'], ['boomburst', 'normal'], ['confide', 'normal']]",40,55,30,30,30,85
25,25,277,swellow,normal,flying,"[['wing-attack', 'flying'], ['fly', 'flying'], ['double-edge', 'normal'], ['growl', 'normal'], ['hyper-beam', 'normal'], ['peck', 'flying'], ['counter', 'fighting'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['swift', 'normal'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['reversal', 'fighting'], ['protect', 'normal'], ['mud-slap', 'ground'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['heat-wave', 'fire'], ['facade', 'normal'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['air-cutter', 'flying'], ['aerial-ace', 'flying'], ['roost', 'flying'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['air-slash', 'flying'], ['brave-bird', 'flying'], ['giga-impact', 'normal'], ['defog', 'flying'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['round', 'normal'], ['echoed-voice', 'normal'], ['quick-guard', 'fighting'], ['work-up', 'normal'], ['confide', 'normal'], ['laser-focus', 'normal']]",60,85,60,75,50,125
26,26,278,wingull,water,flying,"[['gust', 'flying'], ['wing-attack', 'flying'], ['fly', 'flying'], ['take-down', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['supersonic', 'normal'], ['mist', 'ice'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['waterfall', 'water'], ['swift', 'normal'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pursuit', 'dark'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['whirlpool', 'water'], ['uproar', 'normal'], ['hail', 'ice'], ['facade', 'normal'], ['helping-hand', 'normal'], ['knock-off', 'dark'], ['secret-power', 'normal'], ['feather-dance', 'flying'], ['air-cutter', 'flying'], ['muddy-water', 'water'], ['aerial-ace', 'flying'], ['water-sport', 'water'], ['shock-wave', 'electric'], ['water-pulse', 'water'], ['roost', 'flying'], ['brine', 'water'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['aqua-ring', 'water'], ['air-slash', 'flying'], ['brave-bird', 'flying'], ['defog', 'flying'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['wide-guard', 'rock'], ['soak', 'water'], ['round', 'normal'], ['echoed-voice', 'normal'], ['scald', 'water'], ['acrobatics', 'flying'], ['hurricane', 'flying'], ['confide', 'normal'], ['liquidation', 'water'], ['dual-wingbeat', 'flying'], ['tera-blast', 'normal'], ['snowscape', 'ice'], ['chilling-water', 'water']]",40,30,30,55,30,85
27,27,279,pelipper,water,flying,"[['wing-attack', 'flying'], ['fly', 'flying'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['supersonic', 'normal'], ['mist', 'ice'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['hyper-beam', 'normal'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['waterfall', 'water'], ['swift', 'normal'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['whirlpool', 'water'], ['uproar', 'normal'], ['stockpile', 'normal'], ['spit-up', 'normal'], ['swallow', 'normal'], ['hail', 'ice'], ['facade', 'normal'], ['helping-hand', 'normal'], ['knock-off', 'dark'], ['secret-power', 'normal'], ['feather-dance', 'flying'], ['weather-ball', 'normal'], ['air-cutter', 'flying'], ['muddy-water', 'water'], ['aerial-ace', 'flying'], ['water-sport', 'water'], ['shock-wave', 'electric'], ['water-pulse', 'water'], ['roost', 'flying'], ['brine', 'water'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['payback', 'dark'], ['fling', 'dark'], ['seed-bomb', 'grass'], ['air-slash', 'flying'], ['brave-bird', 'flying'], ['giga-impact', 'normal'], ['defog', 'flying'], ['gunk-shot', 'poison'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['wide-guard', 'rock'], ['soak', 'water'], ['round', 'normal'], ['echoed-voice', 'normal'], ['scald', 'water'], ['sky-drop', 'flying'], ['acrobatics', 'flying'], ['hurricane', 'flying'], ['confide', 'normal'], ['liquidation', 'water'], ['dual-wingbeat', 'flying'], ['tera-blast', 'normal'], ['snowscape', 'ice'], ['chilling-water', 'water']]",60,50,100,95,70,65
28,28,280,ralts,psychic,fairy,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['disable', 'normal'], ['psybeam', 'psychic'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['toxic', 'poison'], ['confusion', 'psychic'], ['psychic', 'psychic'], ['hypnosis', 'psychic'], ['teleport', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['confuse-ray', 'ghost'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['metronome', 'normal'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['destiny-bond', 'ghost'], ['icy-wind', 'ice'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['mean-look', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['pain-split', 'normal'], ['encore', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['future-sight', 'psychic'], ['torment', 'dark'], ['will-o-wisp', 'fire'], ['memento', 'dark'], ['facade', 'normal'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['trick', 'psychic'], ['magic-coat', 'psychic'], ['recycle', 'normal'], ['knock-off', 'dark'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['grudge', 'ghost'], ['snatch', 'dark'], ['secret-power', 'normal'], ['hyper-voice', 'normal'], ['signal-beam', 'bug'], ['magical-leaf', 'grass'], ['calm-mind', 'psychic'], ['shock-wave', 'electric'], ['natural-gift', 'normal'], ['fling', 'dark'], ['lucky-chant', 'normal'], ['shadow-sneak', 'ghost'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['charge-beam', 'electric'], ['wonder-room', 'psychic'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['magic-room', 'psychic'], ['synchronoise', 'psychic'], ['round', 'normal'], ['echoed-voice', 'normal'], ['stored-power', 'psychic'], ['ally-switch', 'psychic'], ['heal-pulse', 'psychic'], ['disarming-voice', 'fairy'], ['draining-kiss', 'fairy'], ['misty-terrain', 'fairy'], ['confide', 'normal'], ['mystical-fire', 'fire'], ['dazzling-gleam', 'fairy'], ['psychic-terrain', 'psychic'], ['life-dew', 'water'], ['expanding-force', 'psychic'], ['tera-blast', 'normal'], ['alluring-voice', 'fairy']]",28,25,25,45,35,40
29,29,281,kirlia,psychic,fairy,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['psybeam', 'psychic'], ['hyper-beam', 'normal'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['toxic', 'poison'], ['confusion', 'psychic'], ['psychic', 'psychic'], ['hypnosis', 'psychic'], ['teleport', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['confuse-ray', 'ghost'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['metronome', 'normal'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['pain-split', 'normal'], ['encore', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['future-sight', 'psychic'], ['torment', 'dark'], ['will-o-wisp', 'fire'], ['facade', 'normal'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['trick', 'psychic'], ['magic-coat', 'psychic'], ['recycle', 'normal'], ['knock-off', 'dark'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['snatch', 'dark'], ['secret-power', 'normal'], ['hyper-voice', 'normal'], ['signal-beam', 'bug'], ['magical-leaf', 'grass'], ['calm-mind', 'psychic'], ['shock-wave', 'electric'], ['natural-gift', 'normal'], ['fling', 'dark'], ['lucky-chant', 'normal'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['charge-beam', 'electric'], ['wonder-room', 'psychic'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['magic-room', 'psychic'], ['round', 'normal'], ['echoed-voice', 'normal'], ['stored-power', 'psychic'], ['ally-switch', 'psychic'], ['heal-pulse', 'psychic'], ['disarming-voice', 'fairy'], ['draining-kiss', 'fairy'], ['misty-terrain', 'fairy'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['psychic-terrain', 'psychic'], ['life-dew', 'water'], ['expanding-force', 'psychic'], ['triple-axel', 'ice'], ['tera-blast', 'normal'], ['alluring-voice', 'fairy']]",38,35,35,65,55,50
30,30,282,gardevoir,psychic,fairy,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['psybeam', 'psychic'], ['hyper-beam', 'normal'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['toxic', 'poison'], ['confusion', 'psychic'], ['psychic', 'psychic'], ['hypnosis', 'psychic'], ['teleport', 'psychic'], ['night-shade', 'ghost'], ['mimic', 'normal'], ['double-team', 'normal'], ['recover', 'normal'], ['confuse-ray', 'ghost'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['metronome', 'normal'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['pain-split', 'normal'], ['encore', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['future-sight', 'psychic'], ['torment', 'dark'], ['will-o-wisp', 'fire'], ['facade', 'normal'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['trick', 'psychic'], ['wish', 'normal'], ['magic-coat', 'psychic'], ['recycle', 'normal'], ['knock-off', 'dark'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['snatch', 'dark'], ['secret-power', 'normal'], ['hyper-voice', 'normal'], ['signal-beam', 'bug'], ['magical-leaf', 'grass'], ['calm-mind', 'psychic'], ['shock-wave', 'electric'], ['gravity', 'psychic'], ['healing-wish', 'psychic'], ['natural-gift', 'normal'], ['fling', 'dark'], ['power-swap', 'psychic'], ['guard-swap', 'psychic'], ['aura-sphere', 'fighting'], ['vacuum-wave', 'fighting'], ['focus-blast', 'fighting'], ['energy-ball', 'grass'], ['giga-impact', 'normal'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['charge-beam', 'electric'], ['wonder-room', 'psychic'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['magic-room', 'psychic'], ['round', 'normal'], ['echoed-voice', 'normal'], ['stored-power', 'psychic'], ['ally-switch', 'psychic'], ['heal-pulse', 'psychic'], ['disarming-voice', 'fairy'], ['draining-kiss', 'fairy'], ['misty-terrain', 'fairy'], ['moonblast', 'fairy'], ['confide', 'normal'], ['mystical-fire', 'fire'], ['dazzling-gleam', 'fairy'], ['laser-focus', 'normal'], ['psychic-terrain', 'psychic'], ['life-dew', 'water'], ['expanding-force', 'psychic'], ['misty-explosion', 'fairy'], ['triple-axel', 'ice'], ['tera-blast', 'normal'], ['alluring-voice', 'fairy'], ['psychic-noise', 'psychic']]",68,65,65,125,115,80
31,31,283,surskit,bug,water,"[['take-down', 'normal'], ['double-edge', 'normal'], ['mist', 'ice'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['psybeam', 'psychic'], ['bubble-beam', 'water'], ['solar-beam', 'grass'], ['string-shot', 'bug'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['haze', 'ice'], ['waterfall', 'water'], ['swift', 'normal'], ['leech-life', 'bug'], ['bubble', 'water'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['mind-reader', 'normal'], ['snore', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['foresight', 'normal'], ['icy-wind', 'ice'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['baton-pass', 'normal'], ['sweet-scent', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['facade', 'normal'], ['helping-hand', 'normal'], ['secret-power', 'normal'], ['signal-beam', 'bug'], ['mud-shot', 'ground'], ['water-sport', 'water'], ['water-pulse', 'water'], ['natural-gift', 'normal'], ['bug-buzz', 'bug'], ['captivate', 'normal'], ['bug-bite', 'bug'], ['aqua-jet', 'water'], ['power-split', 'psychic'], ['soak', 'water'], ['round', 'normal'], ['scald', 'water'], ['acrobatics', 'flying'], ['struggle-bug', 'bug'], ['sticky-web', 'bug'], ['fell-stinger', 'bug'], ['confide', 'normal'], ['infestation', 'bug'], ['lunge', 'bug'], ['liquidation', 'water'], ['skitter-smack', 'bug'], ['tera-blast', 'normal'], ['pounce', 'bug'], ['chilling-water', 'water']]",40,30,32,50,52,65
32,32,284,masquerain,bug,flying,"[['gust', 'flying'], ['whirlwind', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['supersonic', 'normal'], ['mist', 'ice'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['psybeam', 'psychic'], ['bubble-beam', 'water'], ['hyper-beam', 'normal'], ['solar-beam', 'grass'], ['stun-spore', 'grass'], ['string-shot', 'bug'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['haze', 'ice'], ['waterfall', 'water'], ['swift', 'normal'], ['leech-life', 'bug'], ['bubble', 'water'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['protect', 'normal'], ['scary-face', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['baton-pass', 'normal'], ['sweet-scent', 'normal'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['facade', 'normal'], ['helping-hand', 'normal'], ['secret-power', 'normal'], ['weather-ball', 'normal'], ['air-cutter', 'flying'], ['silver-wind', 'bug'], ['signal-beam', 'bug'], ['aerial-ace', 'flying'], ['mud-shot', 'ground'], ['water-sport', 'water'], ['water-pulse', 'water'], ['roost', 'flying'], ['natural-gift', 'normal'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['air-slash', 'flying'], ['bug-buzz', 'bug'], ['energy-ball', 'grass'], ['giga-impact', 'normal'], ['defog', 'flying'], ['captivate', 'normal'], ['bug-bite', 'bug'], ['aqua-jet', 'water'], ['ominous-wind', 'ghost'], ['quiver-dance', 'bug'], ['soak', 'water'], ['foul-play', 'dark'], ['round', 'normal'], ['scald', 'water'], ['acrobatics', 'flying'], ['struggle-bug', 'bug'], ['hurricane', 'flying'], ['sticky-web', 'bug'], ['confide', 'normal'], ['infestation', 'bug'], ['lunge', 'bug'], ['liquidation', 'water'], ['skitter-smack', 'bug'], ['dual-wingbeat', 'flying'], ['tera-blast', 'normal'], ['pounce', 'bug'], ['chilling-water', 'water']]",70,60,62,100,82,80
33,33,285,shroomish,grass,,"[['swords-dance', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['growth', 'normal'], ['solar-beam', 'grass'], ['poison-powder', 'poison'], ['stun-spore', 'grass'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['swift', 'normal'], ['spore', 'grass'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['protect', 'normal'], ['sludge-bomb', 'poison'], ['giga-drain', 'grass'], ['endure', 'normal'], ['charm', 'fairy'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['helping-hand', 'normal'], ['snatch', 'dark'], ['secret-power', 'normal'], ['fake-tears', 'dark'], ['bullet-seed', 'grass'], ['magical-leaf', 'grass'], ['wake-up-slap', 'fighting'], ['natural-gift', 'normal'], ['worry-seed', 'grass'], ['seed-bomb', 'grass'], ['drain-punch', 'fighting'], ['energy-ball', 'grass'], ['zen-headbutt', 'psychic'], ['gunk-shot', 'poison'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['venoshock', 'poison'], ['round', 'normal'], ['grassy-terrain', 'grass'], ['confide', 'normal'], ['tera-blast', 'normal'], ['pounce', 'bug']]",60,40,60,40,60,35
34,34,286,breloom,grass,fighting,"[['mega-punch', 'normal'], ['thunder-punch', 'electric'], ['swords-dance', 'normal'], ['cut', 'normal'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['growth', 'normal'], ['solar-beam', 'grass'], ['poison-powder', 'poison'], ['stun-spore', 'grass'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['swift', 'normal'], ['spore', 'grass'], ['flash', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['mind-reader', 'normal'], ['snore', 'normal'], ['reversal', 'fighting'], ['protect', 'normal'], ['mach-punch', 'fighting'], ['sludge-bomb', 'poison'], ['mud-slap', 'ground'], ['giga-drain', 'grass'], ['endure', 'normal'], ['charm', 'fairy'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['dynamic-punch', 'fighting'], ['iron-tail', 'steel'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['helping-hand', 'normal'], ['superpower', 'fighting'], ['brick-break', 'fighting'], ['snatch', 'dark'], ['secret-power', 'normal'], ['fake-tears', 'dark'], ['rock-tomb', 'rock'], ['sky-uppercut', 'fighting'], ['bullet-seed', 'grass'], ['aerial-ace', 'flying'], ['bulk-up', 'fighting'], ['mud-shot', 'ground'], ['magical-leaf', 'grass'], ['natural-gift', 'normal'], ['feint', 'normal'], ['close-combat', 'fighting'], ['fling', 'dark'], ['worry-seed', 'grass'], ['force-palm', 'fighting'], ['poison-jab', 'poison'], ['seed-bomb', 'grass'], ['drain-punch', 'fighting'], ['vacuum-wave', 'fighting'], ['focus-blast', 'fighting'], ['energy-ball', 'grass'], ['giga-impact', 'normal'], ['zen-headbutt', 'psychic'], ['leaf-storm', 'grass'], ['gunk-shot', 'poison'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['venoshock', 'poison'], ['low-sweep', 'fighting'], ['round', 'normal'], ['retaliate', 'normal'], ['bulldoze', 'ground'], ['work-up', 'normal'], ['grassy-terrain', 'grass'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['laser-focus', 'normal'], ['tera-blast', 'normal'], ['pounce', 'bug']]",60,130,80,60,60,70
35,35,287,slakoth,normal,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['scratch', 'normal'], ['cut', 'normal'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['flamethrower', 'fire'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['solar-beam', 'grass'], ['thunderbolt', 'electric'], ['thunder', 'electric'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['metronome', 'normal'], ['fire-blast', 'fire'], ['amnesia', 'psychic'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['slash', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['protect', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['encore', 'normal'], ['pursuit', 'dark'], ['metal-claw', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['shadow-ball', 'ghost'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['helping-hand', 'normal'], ['brick-break', 'fighting'], ['yawn', 'normal'], ['secret-power', 'normal'], ['slack-off', 'normal'], ['crush-claw', 'normal'], ['rock-tomb', 'rock'], ['tickle', 'normal'], ['aerial-ace', 'flying'], ['bulk-up', 'fighting'], ['mud-shot', 'ground'], ['covet', 'normal'], ['shock-wave', 'electric'], ['water-pulse', 'water'], ['hammer-arm', 'fighting'], ['natural-gift', 'normal'], ['fling', 'dark'], ['sucker-punch', 'dark'], ['poison-jab', 'poison'], ['night-slash', 'dark'], ['seed-bomb', 'grass'], ['x-scissor', 'bug'], ['shadow-claw', 'ghost'], ['zen-headbutt', 'psychic'], ['gunk-shot', 'poison'], ['captivate', 'normal'], ['hone-claws', 'dark'], ['after-you', 'normal'], ['round', 'normal'], ['chip-away', 'normal'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['work-up', 'normal'], ['play-rough', 'fairy'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['throat-chop', 'dark'], ['tera-blast', 'normal'], ['chilling-water', 'water']]",60,60,60,35,35,30
